,Brand,Model_Type,Fuel_Type,Transmission,Owner_Type,Location,Age,Kilometers_Driven,Mileage_Converted,Engine,Power,Seats,Price
4485,Maruti,Sedan,Petrol,Manual,Second,Pune,9,63067,15.5,1586,103.3,5,2.7
4486,Tata,Sedan,Diesel,Manual,First,Hyderabad,8,70259,21.12,1248,88.8,5,2.95
4487,Audi,Sedan,Diesel,Automatic,First,Ahmedabad,4,13000,16.55,1968,140.0,5,23.0
4488,Maruti,Hatchback,Diesel,Manual,Second,Pune,10,140000,17.8,1248,75.0,5,2.49
4489,Maruti,Hatchback,Diesel,Manual,First,Jaipur,4,130000,25.2,1248,74.0,5,4.5
4490,Toyota,Sedan,Diesel,Manual,First,Delhi,8,89401,21.43,1364,87.2,5,4.5
4491,Honda,Hatchback,Diesel,Manual,First,Hyderabad,4,67000,27.3,1498,98.6,5,6.9
4492,BMW,Convertible/Coupe,Petrol,Automatic,First,Kochi,9,65329,7.94,4395,450.0,4,20.72
4493,Skoda,Hatchback,Petrol,Manual,First,Jaipur,9,72000,16.25,1198,73.9,5,2.21
4494,Land,SUV/MUV/MPV,Diesel,Automatic,Second,Mumbai,8,82000,12.35,2179,187.74,5,13.9
4495,Ford,Sedan,Petrol,Manual,First,Pune,9,85000,15.3,1596,101.0,5,1.46
4496,Hyundai,Sedan,Diesel,Automatic,First,Pune,7,83000,19.08,1582,126.32,5,6.0
4497,Renault,Hatchback,Petrol,Manual,First,Jaipur,3,26000,21.7,999,67.0,5,3.0
4498,Tata,Hatchback,Diesel,Manual,First,Delhi,7,27000,22.3,1248,88.8,5,3.5
4499,Hyundai,Hatchback,Diesel,Manual,First,Kochi,1,37746,21.19,1396,88.73,5,7.59
4500,Maruti,Sedan,Petrol,Manual,Second,Mumbai,10,63274,15.0,1586,104.68,5,1.99
4501,Renault,Hatchback,Petrol,Manual,First,Hyderabad,3,25000,25.17,799,53.3,5,3.8
4502,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Bangalore,6,197000,11.68,2498,112.0,7,4.0
4503,Hyundai,Hatchback,Petrol,Manual,Second,Bangalore,6,45010,21.1,814,55.2,5,2.95
4504,Honda,Sedan,Diesel,Manual,First,Delhi,6,75348,25.8,1498,98.6,5,3.75
4505,Volkswagen,Hatchback,Diesel,Manual,First,Kolkata,9,90110,22.07,1199,73.9,5,2.5
4506,Honda,Sedan,Petrol,Manual,First,Pune,8,102013,17.0,1497,118.0,5,3.75
4507,Toyota,SUV/MUV/MPV,Diesel,Automatic,First,Pune,4,36000,12.55,2982,168.5,7,22.0
4508,Honda,Sedan,Petrol,Manual,First,Kochi,2,37578,18.0,1198,86.7,5,6.14
4509,BMW,Hatchback,Diesel,Automatic,First,Pune,4,46001,20.58,1995,143.0,5,16.0
4510,Maruti,Hatchback,Petrol,Automatic,First,Hyderabad,5,46559,23.1,998,67.04,5,3.75
4511,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Mumbai,4,48000,12.99,2494,100.6,8,11.75
4512,Jaguar,Sedan,Diesel,Automatic,Second,Pune,6,46000,16.36,2179,187.7,5,24.0
4513,Honda,Hatchback,Petrol,Manual,First,Hyderabad,2,15000,17.5,1199,88.7,5,8.9
4514,BMW,SUV/MUV/MPV,Diesel,Automatic,Third,Chennai,7,85000,17.05,1995,184.0,5,10.0
4515,Skoda,Sedan,Petrol,Automatic,First,Mumbai,5,32000,14.3,1598,103.5,5,5.55
4516,Volkswagen,Sedan,Petrol,Manual,First,Kochi,7,60818,16.09,1598,103.5,5,3.59
4517,Ford,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,0,35188,22.77,1498,98.59,5,11.13
4518,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Jaipur,7,110000,15.1,2179,140.0,7,7.2
4519,Ford,Sedan,Diesel,Manual,First,Mumbai,5,61000,18.6,1388,67.0,5,2.98
4520,Hyundai,Hatchback,Petrol,Manual,Second,Pune,9,75000,17.92,1086,62.1,5,1.7
4521,Mercedes-Benz,SUV/MUV/MPV,Diesel,Automatic,First,Delhi,4,55000,12.0,2987,224.0,7,52.0
4522,Maruti,Hatchback,Petrol,Manual,First,Pune,16,69966,19.7,796,46.3,5,0.95
4523,Honda,Sedan,Petrol,Manual,First,Mumbai,3,42000,17.8,1497,117.3,5,9.25
4524,Hyundai,SUV/MUV/MPV,Diesel,Automatic,First,Bangalore,5,48000,13.01,2199,194.3,7,16.25
4525,Mercedes-Benz,SUV/MUV/MPV,Diesel,Automatic,First,Kolkata,4,35000,17.9,2143,136.0,5,20.99
4526,Toyota,SUV/MUV/MPV,Diesel,Manual,Second,Chennai,14,128000,12.8,2494,102.0,8,4.25
4527,BMW,Sedan,Diesel,Automatic,Second,Bangalore,11,78000,16.07,1995,181.0,5,7.2
4528,Maruti,Hatchback,Petrol,Manual,First,Hyderabad,8,53080,18.6,1197,85.8,5,4.4
4529,Volkswagen,Sedan,Petrol,Manual,Second,Pune,8,66000,15.04,1598,103.6,5,4.25
4530,Maruti,SUV/MUV/MPV,Petrol,Manual,First,Ahmedabad,7,25000,16.02,1373,93.7,7,5.35
4531,Hyundai,Hatchback,Petrol,Automatic,Second,Coimbatore,3,36139,18.9,1197,82.0,5,6.3
4532,Hyundai,SUV/MUV/MPV,Diesel,Manual,First,Delhi,2,44000,19.67,1582,126.2,5,12.5
4533,Audi,Sedan,Diesel,Automatic,Second,Ahmedabad,11,50000,16.77,2967,241.38,5,7.5
4534,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Delhi,3,81177,16.0,1997,140.0,7,11.25
4535,Ford,SUV/MUV/MPV,Petrol,Automatic,First,Mumbai,3,26000,16.05,1499,110.4,5,7.65
4536,Hyundai,Sedan,Diesel,Manual,First,Mumbai,3,100000,24.4,1120,71.0,5,4.5
4537,Volkswagen,Sedan,Diesel,Automatic,First,Hyderabad,5,75000,21.21,1498,103.2,5,7.5
4538,Mercedes-Benz,Sedan,Petrol,Automatic,First,Kochi,15,119859,13.0,2987,210.0,5,7.1
4539,Hyundai,Hatchback,Petrol,Manual,First,Mumbai,9,55980,20.36,1197,78.9,5,2.25
4540,Audi,Sedan,Diesel,Automatic,First,Hyderabad,4,30000,17.11,1968,174.33,5,27.0
4541,Hyundai,Hatchback,Diesel,Manual,Second,Pune,7,49700,21.9,1396,88.76,5,4.18
4542,Hyundai,Sedan,Diesel,Manual,First,Chennai,6,79000,23.5,1396,88.7,5,6.5
4543,Honda,Sedan,Petrol,Manual,First,Delhi,9,65100,17.0,1497,118.0,5,3.15
4544,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Pune,3,54161,25.47,1248,88.5,7,7.64
4545,Maruti,Hatchback,Petrol,Manual,First,Hyderabad,8,28619,19.7,796,46.3,5,2.4
4546,Maruti,Hatchback,Petrol,Automatic,First,Mumbai,3,9000,20.51,998,67.0,5,4.25
4547,Hyundai,Sedan,Diesel,Automatic,First,Kochi,3,42876,19.08,1582,126.2,5,9.31
4548,Maruti,Hatchback,Petrol,Manual,First,Bangalore,8,64000,19.7,796,46.3,5,2.39
4549,Volkswagen,Sedan,Petrol,Manual,Second,Kochi,1,20488,16.09,1598,103.5,5,7.64
4550,Maruti,Hatchback,Petrol,Manual,First,Delhi,3,21000,21.4,1197,83.1,5,6.21
4551,Honda,SUV/MUV/MPV,Petrol,Automatic,First,Kochi,8,55987,13.7,1997,153.86,5,8.22
4552,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,2,72668,14.24,2755,174.5,7,28.85
4553,Honda,Sedan,Petrol,Automatic,First,Mumbai,4,32000,15.6,1497,116.3,5,8.5
4554,Mercedes-Benz,Convertible/Coupe,Petrol,Automatic,Second,Bangalore,5,3000,12.0,5461,421.0,2,90.0
4555,Honda,Sedan,Petrol,Manual,First,Mumbai,4,10400,17.4,1497,117.3,5,6.51
4556,Maruti,Hatchback,Diesel,Manual,First,Mumbai,6,35000,22.9,1248,74.0,5,4.65
4557,Toyota,Sedan,Petrol,Automatic,First,Kochi,6,55101,14.53,1794,138.1,5,8.4
4558,Toyota,Hatchback,Diesel,Manual,First,Bangalore,5,57464,23.59,1364,67.06,5,5.75
4559,Maruti,Hatchback,Petrol,Manual,First,Jaipur,13,110000,18.9,998,67.1,5,1.11
4560,Mercedes-Benz,Sedan,Petrol,Automatic,First,Mumbai,5,72000,12.0,1991,184.0,5,17.25
4561,Jaguar,Sedan,Diesel,Automatic,First,Delhi,7,16000,16.36,2179,187.7,5,32.0
4562,Hyundai,Hatchback,Petrol,Manual,First,Kochi,8,62020,17.0,1197,80.0,5,3.45
4563,Land,SUV/MUV/MPV,Diesel,Automatic,Second,Pune,5,85000,12.39,2179,147.51,5,23.0
4564,Hyundai,Hatchback,Petrol,Manual,First,Kochi,1,14223,18.6,1197,81.86,5,7.32
4565,Honda,Sedan,Petrol,Manual,First,Jaipur,5,41210,18.0,1198,86.7,5,4.4
4566,Maruti,Hatchback,Petrol,Manual,First,Coimbatore,3,18043,22.74,796,47.3,5,4.12
4567,Toyota,SUV/MUV/MPV,Diesel,Automatic,First,Chennai,3,80000,11.36,2755,171.5,7,19.5
4568,Hyundai,Hatchback,Petrol,Automatic,First,Hyderabad,3,21000,18.9,1197,82.0,5,6.2
4569,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Bangalore,3,49000,16.55,2993,258.0,5,45.0
4570,Hyundai,Hatchback,Petrol,Manual,Second,Chennai,9,95000,18.5,1197,80.0,5,2.8
4571,Hyundai,Hatchback,Petrol,Automatic,First,Pune,4,32000,18.9,1197,82.0,5,4.8
4572,Ford,Sedan,Diesel,Manual,First,Hyderabad,5,122800,25.01,1498,89.75,5,5.65
4573,Maruti,Sedan,Diesel,Manual,First,Ahmedabad,4,69000,26.59,1248,74.0,5,5.9
4574,Toyota,Sedan,Diesel,Manual,Second,Pune,4,65000,23.59,1364,67.04,5,5.0
4575,Hyundai,Sedan,Petrol,Manual,First,Ahmedabad,4,23000,19.1,1197,82.0,5,4.9
4576,Honda,Sedan,Petrol,Manual,First,Ahmedabad,10,70000,13.5,1799,130.0,5,4.25
4577,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Chennai,5,250000,12.99,2494,100.6,8,10.9
4578,Hyundai,Sedan,Petrol,Manual,First,Delhi,7,56000,13.2,1495,94.0,5,2.45
4579,Maruti,Hatchback,Petrol,Manual,First,Pune,6,30000,22.74,796,47.3,5,2.5
4580,Mercedes-Benz,Convertible/Coupe,Petrol,Automatic,First,Kolkata,9,35000,8.1,5461,387.3,2,29.5
4581,Ford,SUV/MUV/MPV,Diesel,Manual,Second,Jaipur,6,92250,22.7,1498,89.84,5,5.75
4582,Hyundai,Sedan,Petrol,Manual,First,Pune,1,40000,20.14,1197,81.86,5,5.0
4583,Skoda,Sedan,Petrol,Automatic,First,Kochi,5,96848,14.3,1598,103.6,5,4.62
4584,Audi,SUV/MUV/MPV,Diesel,Automatic,First,Delhi,3,42000,15.73,1968,174.33,5,23.5
4585,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Kolkata,6,55886,16.0,2179,140.0,7,7.25
4586,Hyundai,Sedan,Petrol,Manual,First,Kochi,0,12336,17.0,1591,121.3,5,11.88
4587,Hyundai,Sedan,Petrol,Manual,Third,Chennai,10,60000,13.9,1599,103.2,5,2.25
4588,Ford,Sedan,Petrol,Manual,Second,Pune,16,83000,14.2,1597,92.0,5,0.85
4589,Nissan,Hatchback,Petrol,Manual,First,Pune,1,24000,19.69,1198,67.04,5,4.0
4590,Honda,Hatchback,Petrol,Automatic,First,Pune,3,32198,16.5,1198,86.8,5,5.1
4591,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,5,92247,12.99,2494,100.6,7,12.5
4592,Volkswagen,Sedan,Diesel,Manual,First,Chennai,8,121311,20.64,1498,108.5,5,2.9
4593,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,3,66296,16.0,2179,140.0,7,15.96
4594,Hyundai,Sedan,Petrol,Automatic,First,Mumbai,4,41000,16.9,1197,82.0,5,5.45
4595,Ford,SUV/MUV/MPV,Diesel,Manual,First,Kochi,2,38681,13.5,2198,157.7,7,23.86
4596,Chevrolet,Hatchback,Petrol,Manual,First,Kochi,11,43761,18.0,995,62.0,5,1.75
4597,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,2,17400,24.52,1248,88.5,7,9.75
4598,Honda,Sedan,Diesel,Manual,First,Bangalore,6,61510,25.8,1498,98.6,5,4.75
4599,Honda,Sedan,Petrol,Manual,First,Delhi,5,60000,17.4,1497,117.3,5,6.25
4600,Mini,Hatchback,Diesel,Automatic,Second,Bangalore,5,35165,23.8,1998,112.0,5,22.0
4601,Toyota,Sedan,Petrol,Automatic,First,Kochi,3,41617,14.53,1794,138.1,5,14.14
4602,Skoda,Sedan,Petrol,Automatic,First,Delhi,5,65000,13.7,1798,157.75,5,11.95
4603,Maruti,Hatchback,Petrol,Manual,First,Delhi,8,68000,18.9,998,67.1,5,2.5
4604,Hyundai,Hatchback,Petrol,Manual,First,Mumbai,6,49000,19.81,1086,68.05,5,2.75
4605,Tata,Hatchback,Petrol,Manual,First,Coimbatore,0,16698,23.84,1199,84.0,5,5.85
4606,Maruti,Hatchback,Petrol,Manual,First,Ahmedabad,3,30965,21.4,1197,83.1,5,6.25
4607,Volkswagen,Sedan,Petrol,Manual,First,Mumbai,5,56058,15.04,1598,103.2,5,4.95
4608,Hyundai,Hatchback,Petrol,Manual,First,Pune,2,15356,18.9,1197,81.86,5,4.75
4609,Ford,Hatchback,Diesel,Manual,First,Delhi,6,54000,20.0,1399,68.05,5,2.55
4610,Honda,Sedan,Petrol,Automatic,Second,Pune,8,47000,13.9,1799,130.3,5,4.5
4611,Maruti,Hatchback,Petrol,Manual,First,Kochi,4,21652,22.74,796,47.3,5,3.01
4612,Land,SUV/MUV/MPV,Diesel,Automatic,First,Hyderabad,3,52000,15.68,1999,177.0,5,42.0
4613,Audi,Sedan,Diesel,Automatic,First,Kolkata,9,35010,12.4,2698,179.5,5,11.5
4614,Mercedes-Benz,Sedan,Diesel,Automatic,First,Hyderabad,13,76662,11.0,2987,198.5,5,10.99
4615,Honda,Sedan,Petrol,Automatic,First,Jaipur,10,89000,17.0,1497,118.0,5,3.71
4616,Honda,SUV/MUV/MPV,Petrol,Automatic,Third,Jaipur,13,80000,10.1,2354,152.0,5,2.0
4617,Maruti,Sedan,Diesel,Manual,First,Kochi,1,39023,28.09,1248,88.5,5,9.48
4618,Maruti,Hatchback,Petrol,Manual,Second,Jaipur,15,62000,18.9,998,67.1,5,1.25
4619,Hyundai,SUV/MUV/MPV,Diesel,Manual,First,Jaipur,4,78046,19.67,1582,126.2,5,10.9
4620,Maruti,Sedan,Diesel,Manual,First,Kolkata,4,34400,28.09,1248,88.5,5,5.5
4621,Hyundai,Hatchback,Petrol,Manual,First,Coimbatore,3,64624,21.1,814,55.2,5,3.71
4622,Maruti,SUV/MUV/MPV,Petrol,Manual,First,Mumbai,5,69192,16.02,1373,93.7,7,6.25
4623,Volkswagen,Sedan,Diesel,Manual,First,Chennai,7,55000,20.54,1598,103.6,5,4.9
4624,Honda,Sedan,Petrol,Manual,Second,Mumbai,14,81000,12.8,1493,100.0,5,1.1
4625,Volkswagen,Hatchback,Petrol,Manual,First,Kochi,3,36733,16.47,1198,73.9,5,4.72
4626,Maruti,Hatchback,CNG,Manual,First,Kochi,2,24310,23.89,796,40.3,4,3.7
4627,Mercedes-Benz,SUV/MUV/MPV,Diesel,Automatic,First,Mumbai,3,43022,17.9,2143,136.0,5,24.85
4628,Hyundai,SUV/MUV/MPV,Diesel,Manual,First,Jaipur,6,74000,14.66,2199,194.3,7,12.25
4629,Maruti,Hatchback,Diesel,Manual,First,Kolkata,5,47000,22.9,1248,74.0,5,3.9
4630,Hyundai,Hatchback,Petrol,Manual,First,Kochi,2,37460,18.6,1197,81.86,5,6.28
4631,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Mumbai,8,130000,14.0,2498,112.0,8,2.75
4632,Hyundai,Hatchback,Petrol,Manual,First,Coimbatore,2,31576,18.9,1197,82.0,5,7.85
4633,Volkswagen,Sedan,Petrol,Manual,First,Mumbai,8,66000,15.04,1598,103.6,5,2.95
4634,Honda,Sedan,Petrol,Automatic,Second,Mumbai,11,79000,11.7,2354,177.6,5,4.85
4635,Mercedes-Benz,Sedan,Diesel,Automatic,Second,Bangalore,8,47140,13.5,2925,281.61,5,30.0
4636,Mercedes-Benz,Hatchback,Diesel,Automatic,First,Bangalore,3,36610,15.0,2143,107.3,5,19.9
4637,Hyundai,SUV/MUV/MPV,Diesel,Manual,First,Bangalore,3,93000,20.5,1582,126.2,5,10.8
4638,Maruti,Hatchback,Petrol,Manual,First,Hyderabad,12,52195,19.7,796,46.3,5,1.75
4639,Audi,Sedan,Diesel,Automatic,First,Mumbai,3,20003,20.38,1968,143.0,5,19.25
4640,Renault,SUV/MUV/MPV,Diesel,Manual,First,Delhi,6,66314,19.87,1461,83.8,5,5.5
4641,Ford,Sedan,Diesel,Manual,First,Chennai,10,76000,17.8,1399,68.0,5,2.75
4642,Hyundai,SUV/MUV/MPV,Diesel,Manual,First,Bangalore,4,29000,19.67,1582,126.2,5,13.0
4643,Ford,Hatchback,Diesel,Manual,First,Mumbai,8,30000,20.0,1399,68.0,5,3.2
4644,Volkswagen,Hatchback,Petrol,Manual,First,Coimbatore,6,56526,15.26,1598,103.5,5,5.84
4645,Volvo,Hatchback,Diesel,Automatic,Second,Hyderabad,4,38000,16.8,1969,150.0,5,24.0
4646,Hyundai,Sedan,Diesel,Automatic,First,Chennai,7,41000,19.08,1582,126.32,5,6.25
4647,BMW,Sedan,Diesel,Automatic,First,Hyderabad,10,53000,14.49,2993,258.0,5,36.0
4648,Mitsubishi,Sedan,Diesel,Manual,Third,Chennai,16,125000,14.8,1998,68.0,5,3.0
4649,Toyota,SUV/MUV/MPV,Diesel,Manual,First,Chennai,9,242000,11.5,2982,171.0,7,11.0
4650,Maruti,Sedan,Diesel,Manual,First,Chennai,4,90000,26.21,1248,88.5,5,6.5
4651,Maruti,SUV/MUV/MPV,Diesel,Manual,First,Hyderabad,1,11000,24.3,1248,88.5,5,9.4
4652,BMW,Sedan,Diesel,Automatic,First,Kochi,1,21936,21.76,1995,190.0,5,37.92
4653,Volkswagen,Sedan,Petrol,Automatic,First,Pune,6,41000,14.4,1598,103.6,5,5.25
4654,Hyundai,Hatchback,Petrol,Manual,First,Chennai,8,47000,17.0,1197,80.0,5,4.5
4655,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Chennai,10,110000,11.0,2993,235.0,5,18.0
4656,Hyundai,Sedan,Petrol,Manual,First,Coimbatore,4,45960,19.1,1197,82.0,5,5.56
4657,Mercedes-Benz,Sedan,Diesel,Automatic,First,Bangalore,6,48000,14.21,2143,203.0,5,22.0
4658,Land,SUV/MUV/MPV,Diesel,Automatic,First,Hyderabad,8,68000,12.39,2179,147.51,5,22.0
4659,Hyundai,Hatchback,Petrol,Manual,First,Mumbai,8,41000,20.36,1197,78.9,5,2.65
4660,Hyundai,Sedan,Diesel,Manual,Second,Jaipur,6,69573,22.32,1582,126.32,5,5.85
4661,Volkswagen,Sedan,Diesel,Manual,First,Chennai,7,115000,19.33,1968,138.1,5,6.95
4662,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Kolkata,7,47629,15.1,2179,140.0,7,6.5
4663,Maruti,SUV/MUV/MPV,Petrol,Manual,Third,Jaipur,15,66624,19.7,796,35.0,8,0.85
4664,Skoda,Sedan,Petrol,Automatic,Second,Delhi,6,80000,14.67,1798,177.46,5,7.25
4665,Maruti,Hatchback,Diesel,Manual,First,Pune,7,94868,22.9,1248,74.0,5,4.5
4666,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Mumbai,9,76477,10.5,2179,120.0,8,4.25
4667,Mercedes-Benz,SUV/MUV/MPV,Petrol,Automatic,First,Chennai,3,28000,13.7,1991,183.0,5,26.0
4668,Mahindra,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,2,28599,16.55,2498,105.0,6,9.66
4669,Renault,SUV/MUV/MPV,Diesel,Manual,Second,Bangalore,6,45348,19.01,1461,108.45,5,6.85
4670,Audi,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,6,80127,12.8,1968,167.6,5,23.68
4671,Land,SUV/MUV/MPV,Diesel,Automatic,Second,Delhi,6,68000,12.39,2179,147.51,5,15.75
4672,Volkswagen,Sedan,Diesel,Manual,Third,Pune,7,75000,20.54,1598,103.6,5,3.5
4673,BMW,Sedan,Petrol,Automatic,Second,Delhi,13,48000,11.62,2979,306.0,5,6.99
4674,Hyundai,Sedan,Diesel,Manual,First,Coimbatore,0,41871,22.7,1582,126.2,5,15.57
4675,Tata,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,4,84931,15.3,2956,83.8,7,5.29
4676,Datsun,Hatchback,Petrol,Manual,First,Kolkata,3,15000,22.7,799,53.64,5,2.25
4677,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Chennai,10,110000,11.7,2993,245.0,5,20.0
4678,BMW,Convertible/Coupe,Petrol,Automatic,First,Mumbai,8,5900,7.94,4395,450.0,4,47.5
4679,Maruti,Hatchback,Petrol,Manual,Second,Chennai,17,103653,18.9,1061,47.0,5,1.22
4680,Volkswagen,Hatchback,Petrol,Manual,First,Chennai,7,64806,16.47,1198,73.9,5,3.65
4681,Datsun,SUV/MUV/MPV,Petrol,Manual,First,Pune,3,35000,20.62,1198,67.0,7,3.1
4682,Hyundai,SUV/MUV/MPV,Petrol,Manual,First,Bangalore,3,40000,15.29,1591,121.3,5,11.5
4683,Maruti,Hatchback,Petrol,Manual,First,Kochi,4,23876,24.07,998,67.1,5,3.46
4684,Hyundai,SUV/MUV/MPV,Diesel,Manual,First,Coimbatore,6,67901,14.66,2199,194.3,7,8.38
4685,Volkswagen,Hatchback,Diesel,Manual,First,Pune,5,68865,15.11,1598,103.6,5,4.8
4686,Honda,Sedan,Diesel,Manual,Second,Pune,5,71000,25.8,1498,98.6,5,4.5
4687,Maruti,Hatchback,Diesel,Manual,First,Kolkata,5,25000,22.9,1248,74.0,5,3.95
4688,Skoda,Sedan,Diesel,Manual,First,Hyderabad,7,180000,20.5,1598,103.5,5,3.65
4689,Mercedes-Benz,Sedan,Diesel,Automatic,First,Mumbai,14,131000,11.0,2987,198.5,5,10.0
4690,Mahindra,SUV/MUV/MPV,Diesel,Manual,Second,Delhi,8,65000,12.05,2179,120.0,8,4.0
4691,Nissan,Sedan,Diesel,Manual,First,Hyderabad,7,117777,21.64,1461,84.8,5,4.75
4692,Maruti,Sedan,Petrol,Manual,Second,Bangalore,10,65000,17.5,1298,85.8,5,3.1
4693,Hyundai,Hatchback,Petrol,Manual,First,Kochi,2,46897,21.1,814,55.2,5,3.61
4694,Honda,Hatchback,Petrol,Manual,First,Coimbatore,4,36695,19.4,1198,86.8,5,4.29
4695,Nissan,Hatchback,Petrol,Manual,First,Kolkata,8,43000,18.06,1198,75.0,5,2.13
4696,Maruti,Hatchback,Petrol,Manual,First,Mumbai,11,54000,19.7,796,46.3,5,1.1
4697,BMW,Sedan,Diesel,Automatic,First,Hyderabad,8,89000,22.69,1995,190.0,5,13.95
4698,Volkswagen,Hatchback,Petrol,Manual,First,Mumbai,5,7000,16.47,1198,74.0,5,5.35
4699,Maruti,Hatchback,Petrol,Manual,First,Hyderabad,5,58470,23.1,998,67.04,5,3.9
4700,Maruti,Hatchback,Petrol,Manual,First,Kolkata,5,37000,21.5,1197,81.8,5,2.8
4701,Maruti,Sedan,Diesel,Manual,First,Mumbai,3,29000,26.21,1248,88.5,5,8.75
4702,Audi,Sedan,Diesel,Automatic,First,Hyderabad,6,52000,16.55,1968,147.51,5,19.5
4703,Honda,Hatchback,Petrol,Manual,First,Kolkata,6,32807,19.4,1198,86.8,5,2.75
4704,Mahindra,SUV/MUV/MPV,Diesel,Automatic,First,Hyderabad,6,86000,11.79,2179,120.0,8,8.0
4705,Honda,Sedan,Diesel,Manual,First,Delhi,5,66500,26.0,1498,98.6,5,5.7
4706,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Ahmedabad,7,94000,17.05,1995,184.0,5,12.5
4707,Chevrolet,Hatchback,Petrol,Manual,Second,Chennai,8,29000,18.0,995,62.0,5,1.75
4708,Ford,Hatchback,Diesel,Manual,Second,Chennai,9,107389,20.0,1399,68.0,5,1.9
4709,Maruti,Hatchback,Petrol,Manual,First,Ahmedabad,4,36100,20.4,1197,81.8,5,4.5
4710,Mercedes-Benz,Sedan,Diesel,Automatic,First,Mumbai,4,16329,19.27,2143,170.0,5,30.3
4711,Skoda,Sedan,Diesel,Automatic,First,Hyderabad,5,36000,19.3,1968,141.0,5,16.0
4712,BMW,SUV/MUV/MPV,Diesel,Automatic,First,Kochi,2,41816,18.56,1995,190.0,5,32.78
4713,Hyundai,Hatchback,Petrol,Manual,First,Jaipur,4,54680,21.1,814,55.2,5,2.5
4714,Audi,Sedan,Diesel,Automatic,First,Hyderabad,2,14000,18.25,1968,187.74,5,43.0
4715,Ford,Hatchback,Petrol,Manual,First,Kochi,2,23977,18.16,1196,86.8,5,5.38
4716,Maruti,Hatchback,Petrol,Manual,First,Hyderabad,6,30131,20.92,998,67.1,5,2.65
4717,Maruti,Hatchback,Petrol,Manual,First,Hyderabad,2,2530,24.7,796,47.3,5,3.3
4718,Mercedes-Benz,Sedan,Diesel,Automatic,First,Hyderabad,4,39000,19.27,2143,167.62,5,34.0
4719,Hyundai,Hatchback,Petrol,Manual,Third,Chennai,18,140000,20.3,1086,68.0,5,0.7
4720,Hyundai,Sedan,Diesel,Manual,First,Kochi,2,32257,24.4,1120,71.0,5,6.83
4721,Honda,Sedan,Diesel,Manual,First,Kochi,3,46983,25.8,1498,98.6,5,5.77
4722,Maruti,Hatchback,Diesel,Manual,Second,Chennai,11,107000,17.8,1248,75.0,5,3.1
4723,Volkswagen,Hatchback,Petrol,Manual,First,Mumbai,2,19000,16.2,1199,74.0,5,4.95
4724,Audi,Sedan,Diesel,Automatic,First,Bangalore,6,88000,17.11,1968,174.33,5,16.25
4725,Land,SUV/MUV/MPV,Diesel,Automatic,First,Coimbatore,7,84384,10.2,4367,308.0,7,52.54
4726,Mahindra,SUV/MUV/MPV,Diesel,Manual,Third,Chennai,8,128000,16.0,2179,140.0,7,6.4
4727,Ford,SUV/MUV/MPV,Diesel,Manual,Third,Bangalore,8,71000,13.1,2499,141.0,7,6.95
4728,Tata,Hatchback,Diesel,Manual,First,Kolkata,11,50000,17.2,1396,53.5,5,0.85
4729,Maruti,Hatchback,Petrol,Manual,First,Chennai,3,16000,21.4,1197,83.1,5,6.95
4730,Hyundai,Sedan,Diesel,Manual,First,Kolkata,2,82000,24.4,1120,71.0,5,3.45
4731,Honda,Sedan,Petrol,Manual,First,Delhi,11,80000,13.5,1799,130.0,5,2.75
4732,Hyundai,Hatchback,Petrol,Manual,Second,Delhi,4,36000,18.6,1197,81.83,5,4.95
4733,Tata,SUV/MUV/MPV,Petrol,Manual,First,Coimbatore,1,17477,17.0,1198,108.5,5,9.62
4734,Hyundai,Hatchback,Petrol,Manual,First,Coimbatore,3,16725,18.6,1197,81.83,5,6.79
4735,Maruti,Sedan,Petrol,Manual,First,Mumbai,5,48241,19.1,1197,85.8,5,4.5
4736,Maruti,Hatchback,Petrol,Manual,First,Kochi,5,52431,22.5,998,67.04,5,3.01
4737,Hyundai,Hatchback,Diesel,Manual,First,Bangalore,7,68000,21.9,1396,88.76,5,4.4
4738,Toyota,SUV/MUV/MPV,Diesel,Automatic,First,Hyderabad,7,158000,12.55,2982,168.5,7,17.49
